Position,Cost,Asset
1918.9890,108000.0000,131949.6839
1918.9890,108000.0000,130759.9108
1918.9890,108000.0000,130702.3411
1918.9890,108000.0000,130855.8602
1933.7317,109000.0000,131165.0242
1933.7317,109000.0000,131648.4571
1933.7317,109000.0000,130256.1702
1933.7317,109000.0000,129173.2805
1933.7317,109000.0000,130159.4837
1948.4203,110000.0000,132648.4571
1948.4203,110000.0000,131128.6892
1948.4203,110000.0000,131888.5732
1948.4203,110000.0000,129433.5635
1948.4203,110000.0000,131245.5945
1963.2461,111000.0000,132420.9523
1963.2461,111000.0000,132833.2340
1963.2461,111000.0000,133775.5921
1963.2461,111000.0000,130732.5606
1963.2461,111000.0000,129063.8014
1978.6616,112000.0000,128355.7772
1978.6616,112000.0000,129384.6813
1978.6616,112000.0000,130176.1459
1978.6616,112000.0000,130928.0373
1978.6616,112000.0000,130393.7987
1993.6676,113000.0000,132858.0082
1993.6676,113000.0000,132718.4515
1993.6676,113000.0000,132359.5913
1993.6676,113000.0000,134133.9555
2008.4256,114000.0000,136090.9159
2008.4256,114000.0000,136151.1687
2008.4256,114000.0000,136211.4215
2008.4256,114000.0000,138601.4479
2008.4256,114000.0000,139947.0930
2022.7092,115000.0000,141609.8735
2022.7092,115000.0000,141893.0528
2022.7092,115000.0000,142014.4153
2022.7092,115000.0000,141933.5069
2022.7092,115000.0000,140376.0208
2037.0894,116000.0000,141659.2001
2037.0894,116000.0000,141801.7964
2037.0894,116000.0000,141883.2800
2037.0894,116000.0000,141618.4583
2037.0894,116000.0000,141272.1531
2051.4038,117000.0000,143311.0687
2051.4038,117000.0000,143844.4337
2051.4038,117000.0000,144377.7987
2051.4038,117000.0000,145362.4725
2051.4038,117000.0000,145854.8094
2065.3996,118000.0000,147572.8008
2065.3996,118000.0000,147552.1468
2065.3996,118000.0000,146436.8310
2065.3996,118000.0000,147407.5688
2065.3996,118000.0000,147077.1049
2079.5299,119000.0000,147168.3290
2079.5299,119000.0000,148270.4799
2079.5299,119000.0000,148852.7482
2079.5299,119000.0000,146690.0372
